gene	arm	common_effect	common_z	common_q_value	max_lfsr	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
COX5B	down	-0.43162483720039	-4.41531486059151	8.87789422980668e-05	0.0012250338469439	1329	protein-coding	O	COX5B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LINC02086	up	0.404086249790215	4.41491579311449	8.88477468998426e-05	0.0081234322449703	105371809	ncRNA	O	LINC02086	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HNRNPA2B1	down	-0.425419639437382	-4.41447213069895	8.89350228746078e-05	0.009226608866905	3181	protein-coding	O	HNRNPA2B1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CDX2	down	-0.270929014024161	-4.41342901621386	8.92694335686796e-05	0.0074659789460088	1045	protein-coding	O	CDX2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
JAG1	up	0.461337337378299	4.4114337465845	9.00001219728376e-05	0.0041028921139974	182	protein-coding	O	JAG1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TRA2B	down	-0.457145523267577	-4.41067341306805	9.0220564199689e-05	0.0015728816844876	6434	protein-coding	O	TRA2B	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
H2AZ1	down	-0.451333720570469	-4.41038557735021	9.02444702332279e-05	0.0036680186540787	3015	protein-coding	O	H2AZ1	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SRSF7	down	-0.339831644534587	-4.40835323930366	9.09919392770967e-05	0.0187663203826504	6432	protein-coding	O	SRSF7	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PLEKHG1	up	0.334387367178165	4.40813874264966	9.09919392770967e-05	0.0279126101657061	57480	protein-coding	O	PLEKHG1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RABGGTB	down	-0.676383756066228	-4.40618652942554	9.17180928623969e-05	0.0040589028155974	5876	protein-coding	O	RABGGTB	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SAP18	down	-0.380394238091835	-4.40320377808364	9.28902371585533e-05	0.002579967563289	10284	protein-coding	O	SAP18	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KCNQ1OT1	up	0.444192769969336	4.39826845996916	9.49268468104761e-05	0.0128396859199041	10984	ncRNA	O	KCNQ1OT1	current_ncbi_symbol	True	False	True	True	True	False	4	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
BCL11B	up	0.384332624337518	4.3975419982986	9.51443480779752e-05	0.0042968198955635	64919	protein-coding	O	BCL11B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PTPN1	down	-0.305005764096611	-4.39346165205691	9.68462234704457e-05	0.0058297407966265	5770	protein-coding	O	PTPN1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CHCHD1	down	-0.476547538593432	-4.39048020554964	9.80801819470058e-05	0.0079865551333345	118487	protein-coding	O	CHCHD1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MT1G	down	-0.840388994120984	-4.38670497348991	9.95872166359949e-05	0.0103789765359076	4495	protein-coding	O	MT1G	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NDUFS4	down	-0.270891355750617	-4.38516204688564	0.0001001341157299	0.0022211981201621	4724	protein-coding	O	NDUFS4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
STARD7	down	-0.396941805291707	-4.38505532260366	0.0001001341157299	0.0077483540642264	56910	protein-coding	O	STARD7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KLHDC4	up	0.391341899679756	4.38443524920372	0.0001002858200888	0.0040751493505288	54758	protein-coding	O	KLHDC4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
BTBD2	up	0.35910116486806	4.3842688937765	0.0001002858200888	0.0080730345386327	55643	protein-coding	O	BTBD2	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TRIM65	up	0.388234126453467	4.38356187454209	0.0001005066469539	0.0154858954368731	201292	protein-coding	O	TRIM65	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NFIX	up	0.36470153568652	4.38157593588749	0.0001013212149022	0.0035679259262836	4784	protein-coding	O	NFIX	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CCDC192	up	0.592859507694545	4.37804290445462	0.0001028696910004	0.0049785395634851	728586	protein-coding	O	CCDC192	current_ncbi_symbol	False	False	False	False	False	False	0	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ECHDC2	up	0.254263509403196	4.37456498747049	0.0001041882905179	0.0021345797307667	55268	protein-coding	O	ECHDC2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZRANB3	up	0.348655062495565	4.37431729425172	0.0001041882905179	0.0049268054450807	84083	protein-coding	O	ZRANB3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNF506	up	0.345480179192365	4.37412873001002	0.0001041882905179	0.0105018667748182	440515	protein-coding	O	ZNF506	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SNX3	down	-0.299308581272418	-4.37109105541612	0.0001054293957696	0.0013464430643934	8724	protein-coding	O	SNX3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SUMO1	down	-0.470001155310233	-4.3676468964763	0.000106994248044	0.0010376125072726	7341	protein-coding	O	SUMO1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CREBZF	down	-0.55647424139196	-4.36694433827381	0.0001072277283845	0.0118249349668241	58487	protein-coding	O	CREBZF	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
THADA	up	0.293470966314739	4.36521852317081	0.0001079660764488	0.0030693072362581	63892	protein-coding	O	THADA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ATP2B4	up	0.495456372320764	4.36486036718563	0.0001080314020482	0.0051809606611679	493	protein-coding	O	ATP2B4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
REPS2	up	0.390304139185868	4.36423356380543	0.0001082297819571	0.0378812597210488	9185	protein-coding	O	REPS2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNF562	up	0.306665504260645	4.36376306939356	0.0001083511163697	0.0021144782207483	54811	protein-coding	O	ZNF562	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SBNO2	up	0.489283915280157	4.36165264671326	0.0001092890842235	0.0031161287877604	22904	protein-coding	O	SBNO2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SRSF1	down	-0.59375005203609	-4.35489745645804	0.0001124825638385	0.0206992008386319	6426	protein-coding	O	SRSF1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SCRIB	up	0.492503298890405	4.3539515975272	0.0001128532627718	0.0015752648804693	23513	protein-coding	O	SCRIB	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
AP5M1	down	-0.557305293133406	-4.35251015528564	0.000113365261648	0.0018492017243619	55745	protein-coding	O	AP5M1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GGH	down	-0.509142976671768	-4.3495711717998	0.0001147776211336	0.0111194160469501	8836	protein-coding	O	GGH	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DOCK9	up	0.320197068236717	4.34934294456997	0.0001147796467543	0.0015808667721624	23348	protein-coding	O	DOCK9	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
OAT	down	-0.681117657448848	-4.34572312247644	0.0001164509539544	0.015701149510513	4942	protein-coding	O	OAT	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
USP38	down	-0.667755274985289	-4.34096574052646	0.0001187589942915	0.0052397684429014	84640	protein-coding	O	USP38	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EIF4A2	down	-0.853801723672803	-4.34037298905975	0.000118958678229	0.0091959138695724	1974	protein-coding	O	EIF4A2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GCA	down	-0.563159359906207	-4.33922621440869	0.0001194595516759	0.0150751171621918	25801	protein-coding	O	GCA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PXMP2	down	-0.645806102181176	-4.33697808946628	0.0001205649446132	0.0020829508589861	5827	protein-coding	O	PXMP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ATP6V0D1-DT	up	0.52727436359838	4.33465560508723	0.0001217212378449	0.0045059821594446	101927837	ncRNA	O	ATP6V0D1-DT	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CYFIP2	up	0.490724232858228	4.33401303890219	0.0001218301417695	0.0048397325164789	26999	protein-coding	O	CYFIP2	current_ncbi_symbol	True	True	False	False	True	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CCDC28A	down	-0.520014044535947	-4.33344723676846	0.0001220203166704	0.0027630985836985	25901	protein-coding	O	CCDC28A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ATP23	down	-0.426170086463798	-4.33113430210835	0.0001231847610904	0.0242386569693475	91419	protein-coding	O	ATP23	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HIGD2A	down	-0.488281114107738	-4.32649035486596	0.000125563363679	0.0013642862344756	192286	protein-coding	O	HIGD2A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TMEM220	down	-0.363967490143488	-4.32625511365832	0.000125563363679	0.0076364285610559	388335	protein-coding	O	TMEM220	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PLAGL1	down	-0.406647191313414	-4.32410538500326	0.0001266663201317	0.009122088394551	5325	protein-coding	O	PLAGL1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NAAA	down	-0.36855058694211	-4.32216988041595	0.0001276544915476	0.0165766108126002	27163	protein-coding	O	NAAA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZFYVE9	up	0.282256930126983	4.32044242418412	0.0001284446069037	0.001628235106522	9372	protein-coding	O	ZFYVE9	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
